group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
206,1077,1583,transitive_exact_match,Comparative Analysis of Primary Sarcopenia and End‐Stage Renal Disease–Related Muscle Wasting Using Multi‐Omics Approaches,Comparative Analysis of Primary Sarcopenia and End-Stage Renal Disease-Related Muscle Wasting Using Multi-Omics Approaches.
206,1077,2061,transitive_exact_match,Comparative Analysis of Primary Sarcopenia and End‐Stage Renal Disease–Related Muscle Wasting Using Multi‐Omics Approaches,Comparative Analysis of Primary Sarcopenia and End-Stage Renal Disease–Related Muscle Wasting Using Multi-Omics Approaches
206,1077,2830,title_year,Comparative Analysis of Primary Sarcopenia and End‐Stage Renal Disease–Related Muscle Wasting Using Multi‐Omics Approaches,Comparative Analysis of Primary Sarcopenia and End‐Stage Renal Disease–Related Muscle Wasting Using Multi‐Omics Approaches
207,211,756,doi,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis.,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis
207,211,1078,doi,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis.,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis
207,211,1584,doi,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis.,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis.
207,211,2124,doi,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis.,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis
207,211,2834,doi,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis.,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis.
207,211,4461,doi,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis.,Comprehensive Multi-omics and Mendelian Randomization Reveal the Key Role of Monocytes in Aging and Osteoarthritis
208,212,1585,doi,Harnessing Human Holobiome and Meta-Multi-Omics Analyses for Medical Applications.,Harnessing Human Holobiome and Meta-Multi-Omics Analyses for Medical Applications.
208,212,2066,doi,Harnessing Human Holobiome and Meta-Multi-Omics Analyses for Medical Applications.,Harnessing Human Holobiome and Meta-Multi-Omics Analyses for Medical Applications
208,212,2837,doi,Harnessing Human Holobiome and Meta-Multi-Omics Analyses for Medical Applications.,Harnessing Human Holobiome and Meta-Multi-Omics Analyses for Medical Applications
209,226,213,title_year,Epigenetic Clocks and EpiScore for Preventive Medicine: Risk Stratification and Intervention Models for Age-Related Diseases.,Epigenetic Clocks and EpiScore for Preventive Medicine: Risk Stratification and Intervention Models for Age-Related Diseases
209,226,1597,doi,Epigenetic Clocks and EpiScore for Preventive Medicine: Risk Stratification and Intervention Models for Age-Related Diseases.,Epigenetic Clocks and EpiScore for Preventive Medicine: Risk Stratification and Intervention Models for Age-Related Diseases.
209,226,2854,doi,Epigenetic Clocks and EpiScore for Preventive Medicine: Risk Stratification and Intervention Models for Age-Related Diseases.,Epigenetic Clocks and EpiScore for Preventive Medicine: Risk Stratification and Intervention Models for Age-Related Diseases
210,214,1586,doi,SASP Modulation for Cellular Rejuvenation and Tissue Homeostasis: Therapeutic Strategies and Molecular Insights.,SASP Modulation for Cellular Rejuvenation and Tissue Homeostasis: Therapeutic Strategies and Molecular Insights.
210,214,2832,doi,SASP Modulation for Cellular Rejuvenation and Tissue Homeostasis: Therapeutic Strategies and Molecular Insights.,SASP Modulation for Cellular Rejuvenation and Tissue Homeostasis: Therapeutic Strategies and Molecular Insights
211,215,1081,doi,Construction of a prognostic model and identification of key genes in liver hepatocellular carcinoma based on multi-omics data.,Construction of a prognostic model and identification of key genes in liver hepatocellular carcinoma based on multi-omics data
211,215,1587,doi,Construction of a prognostic model and identification of key genes in liver hepatocellular carcinoma based on multi-omics data.,Construction of a prognostic model and identification of key genes in liver hepatocellular carcinoma based on multi-omics data.
211,215,2095,doi,Construction of a prognostic model and identification of key genes in liver hepatocellular carcinoma based on multi-omics data.,Construction of a prognostic model and identification of key genes in liver hepatocellular carcinoma based on multi-omics data
211,215,2844,doi,Construction of a prognostic model and identification of key genes in liver hepatocellular carcinoma based on multi-omics data.,Construction of a prognostic model and identification of key genes in liver hepatocellular carcinoma based on multi-omics data
212,1082,216,doi,Integrative multi-omics QTL colocalization maps regulatory architecture in aging human brain,Integrative multi-omics QTL colocalization maps regulatory architecture in aging human brain
212,1082,723,transitive_exact_match,Integrative multi-omics QTL colocalization maps regulatory architecture in aging human brain,Integrative multi-omics QTL colocalization maps regulatory architecture in aging human brain
212,1082,1593,transitive_exact_match,Integrative multi-omics QTL colocalization maps regulatory architecture in aging human brain,Integrative multi-omics QTL colocalization maps regulatory architecture in aging human brain.
212,1082,2845,transitive_exact_match,Integrative multi-omics QTL colocalization maps regulatory architecture in aging human brain,Integrative multi-omics QTL colocalization maps regulatory architecture in aging human brain
213,217,732,title_year,Multiomics Analysis of a Micronutrient-Rich Dietary Pattern and the Aging Genotype 9p21 on the Plasma Proteome of Young Adults.,Multiomics analysis of a micronutrient-rich dietary pattern and the aging genotype 9p21 on the plasma proteome of young adults
213,217,1083,doi,Multiomics Analysis of a Micronutrient-Rich Dietary Pattern and the Aging Genotype 9p21 on the Plasma Proteome of Young Adults.,Multiomics Analysis of a Micronutrient-Rich Dietary Pattern and the Aging Genotype 9p21 on the Plasma Proteome of Young Adults
213,217,1588,doi,Multiomics Analysis of a Micronutrient-Rich Dietary Pattern and the Aging Genotype 9p21 on the Plasma Proteome of Young Adults.,Multiomics Analysis of a Micronutrient-Rich Dietary Pattern and the Aging Genotype 9p21 on the Plasma Proteome of Young Adults.
213,217,2062,doi,Multiomics Analysis of a Micronutrient-Rich Dietary Pattern and the Aging Genotype 9p21 on the Plasma Proteome of Young Adults.,Multiomics Analysis of a Micronutrient-Rich Dietary Pattern and the Aging Genotype 9p21 on the Plasma Proteome of Young Adults
213,217,2829,doi,Multiomics Analysis of a Micronutrient-Rich Dietary Pattern and the Aging Genotype 9p21 on the Plasma Proteome of Young Adults.,Multiomics Analysis of a Micronutrient-Rich Dietary Pattern and the Aging Genotype 9p21 on the Plasma Proteome of Young Adults
214,218,1084,doi,Multiomic insight into the involvement of cell aging related genes in the pathogenesis of endometriosis.,Multiomic insight into the involvement of cell aging related genes in the pathogenesis of endometriosis
214,218,1589,doi,Multiomic insight into the involvement of cell aging related genes in the pathogenesis of endometriosis.,Multiomic insight into the involvement of cell aging related genes in the pathogenesis of endometriosis.
214,218,2094,doi,Multiomic insight into the involvement of cell aging related genes in the pathogenesis of endometriosis.,Multiomic insight into the involvement of cell aging related genes in the pathogenesis of endometriosis
214,218,2849,doi,Multiomic insight into the involvement of cell aging related genes in the pathogenesis of endometriosis.,Multiomic insight into the involvement of cell aging related genes in the pathogenesis of endometriosis
214,218,4171,doi,Multiomic insight into the involvement of cell aging related genes in the pathogenesis of endometriosis.,Multiomic insight into the involvement of cell aging related genes in the pathogenesis of endometriosis
