group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
669,697,2389,doi,Epigenome-wide association study identifies DNA methylation loci associated with handgrip strength in Chinese monozygotic twins.,Epigenome-wide association study identifies DNA methylation loci associated with handgrip strength in Chinese monozygotic twins
669,697,4005,doi,Epigenome-wide association study identifies DNA methylation loci associated with handgrip strength in Chinese monozygotic twins.,Epigenome-wide association study identifies DNA methylation loci associated with handgrip strength in Chinese monozygotic twins.
669,697,6983,doi,Epigenome-wide association study identifies DNA methylation loci associated with handgrip strength in Chinese monozygotic twins.,Epigenome-wide association study identifies DNA methylation loci associated with handgrip strength in Chinese monozygotic twins
670,2391,698,doi,Early molecular events of autosomal‐dominant Alzheimer's disease in marmosets with PSEN1 mutations,Early molecular events of autosomal-dominant Alzheimer's disease in marmosets with PSEN1 mutations.
670,2391,4006,transitive_exact_match,Early molecular events of autosomal‐dominant Alzheimer's disease in marmosets with PSEN1 mutations,Early molecular events of autosomal-dominant Alzheimer's disease in marmosets with PSEN1 mutations.
670,2391,7089,transitive_exact_match,Early molecular events of autosomal‐dominant Alzheimer's disease in marmosets with PSEN1 mutations,Early molecular events of autosomal-dominant Alzheimer's disease in marmosets with PSEN1 mutations
671,2393,699,doi,CRL4DCAF13 E3 ubiquitin ligase targets MeCP2 for degradation to prevent DNA hypermethylation and ensure normal transcription in growing oocytes,CRL4 DCAF13 E3 ubiquitin ligase targets MeCP2 for degradation to prevent DNA hypermethylation and ensure normal transcription in growing oocytes.
671,2393,819,title_year,CRL4DCAF13 E3 ubiquitin ligase targets MeCP2 for degradation to prevent DNA hypermethylation and ensure normal transcription in growing oocytes,CRL4DCAF13 E3 ubiquitin ligase targets MeCP2 for degradation to prevent DNA hypermethylation and ensure normal transcription in growing oocytes
671,2393,4008,transitive_exact_match,CRL4DCAF13 E3 ubiquitin ligase targets MeCP2 for degradation to prevent DNA hypermethylation and ensure normal transcription in growing oocytes,CRL4 DCAF13 E3 ubiquitin ligase targets MeCP2 for degradation to prevent DNA hypermethylation and ensure normal transcription in growing oocytes.
671,2393,7320,transitive_exact_match,CRL4DCAF13 E3 ubiquitin ligase targets MeCP2 for degradation to prevent DNA hypermethylation and ensure normal transcription in growing oocytes,CRL4DCAF13 E3 ubiquitin ligase targets MeCP2 for degradation to prevent DNA hypermethylation and ensure normal transcription in growing oocytes
673,701,4010,doi,Identification of Circulating Inflammatory Proteins Associated with Calcific Aortic Valve Stenosis by Multiplex Analysis.,Identification of Circulating Inflammatory Proteins Associated with Calcific Aortic Valve Stenosis by Multiplex Analysis.
673,701,7088,doi,Identification of Circulating Inflammatory Proteins Associated with Calcific Aortic Valve Stenosis by Multiplex Analysis.,Identification of Circulating Inflammatory Proteins Associated with Calcific Aortic Valve Stenosis by Multiplex Analysis
674,702,820,title_year,Epigenomic insights into common human disease pathology.,Epigenomic insights into common human disease pathology
674,702,4011,doi,Epigenomic insights into common human disease pathology.,Epigenomic insights into common human disease pathology.
674,702,7321,doi,Epigenomic insights into common human disease pathology.,Epigenomic insights into common human disease pathology
675,703,4014,doi,Free fatty acid receptor 4 in cardiac myocytes ameliorates ischemic cardiomyopathy,Free fatty acid receptor 4 in cardiac myocytes ameliorates ischemic cardiomyopathy.
676,2397,704,doi,Orphan Nuclear Receptor NR4A3 Promotes Vascular Calcification via Histone Lactylation,Orphan Nuclear Receptor NR4A3 Promotes Vascular Calcification via Histone Lactylation.
676,2397,4015,transitive_exact_match,Orphan Nuclear Receptor NR4A3 Promotes Vascular Calcification via Histone Lactylation,Orphan Nuclear Receptor NR4A3 Promotes Vascular Calcification via Histone Lactylation.
676,2397,7105,transitive_exact_match,Orphan Nuclear Receptor NR4A3 Promotes Vascular Calcification via Histone Lactylation,Orphan Nuclear Receptor NR4A3 Promotes Vascular Calcification via Histone Lactylation
677,2398,705,doi,Periodic dietary restriction of animal products induces metabolic reprogramming in humans with effects on health,Periodic dietary restriction of animal products induces metabolic reprogramming in humans with effects on health
678,706,10612,doi,Genomic and proteomic evidence for hormonal and metabolic foundations of polycystic ovary syndrome,Genomic and proteomic evidence for hormonal and metabolic foundations of polycystic ovary syndrome
679,707,4016,doi,Repetitive element transcript accumulation is associated with inflammaging in humans.,Repetitive element transcript accumulation is associated with inflammaging in humans.
679,707,7322,doi,Repetitive element transcript accumulation is associated with inflammaging in humans.,Repetitive element transcript accumulation is associated with inflammaging in humans
680,708,10613,doi,Heterogeneous metabolomic aging across the same age and prediction of health outcome,Heterogeneous metabolomic aging across the same age and prediction of health outcome
681,709,4021,doi,"Salivary proteins NlSP5 and NlSP7 are required for optimal feeding and fitness of the brown planthopper, Nilaparvata lugens.","Salivary proteins NlSP5 and NlSP7 are required for optimal feeding and fitness of the brown planthopper, Nilaparvata lugens."
681,709,7204,doi,"Salivary proteins NlSP5 and NlSP7 are required for optimal feeding and fitness of the brown planthopper, Nilaparvata lugens.","Salivary proteins NlSP5 and NlSP7 are required for optimal feeding and fitness of the brown planthopper, Nilaparvata lugens"
682,710,1003,transitive_exact_match,Systematic identification of exercise-induced anti-aging processes involving intron retention,Systematic identification of exercise-induced anti-aging processes involving intron retention.
682,710,4443,transitive_exact_match,Systematic identification of exercise-induced anti-aging processes involving intron retention,Systematic identification of exercise-induced anti-aging processes involving intron retention.
682,710,7848,transitive_exact_match,Systematic identification of exercise-induced anti-aging processes involving intron retention,Systematic identification of exercise-induced anti-aging processes involving intron retention
682,710,10617,doi,Systematic identification of exercise-induced anti-aging processes involving intron retention,Systematic identification of exercise-induced anti-aging processes involving intron retention
683,1433,711,transitive_exact_match,Aging-associated decline of phosphatidylcholine synthesis is a malleable trigger of natural mitochondrial aging.,Aging-associated decline of phosphatidylcholine synthesis is a malleable trigger of natural mitochondrial aging
683,1433,4910,doi,Aging-associated decline of phosphatidylcholine synthesis is a malleable trigger of natural mitochondrial aging.,Aging-associated decline of phosphatidylcholine synthesis is a malleable trigger of natural mitochondrial aging.
683,1433,8981,doi,Aging-associated decline of phosphatidylcholine synthesis is a malleable trigger of natural mitochondrial aging.,Aging-associated decline of phosphatidylcholine synthesis is a malleable trigger of natural mitochondrial aging
683,1433,10616,doi,Aging-associated decline of phosphatidylcholine synthesis is a malleable trigger of natural mitochondrial aging.,Aging-associated decline of phosphatidylcholine synthesis is a malleable trigger of natural mitochondrial aging
684,712,2401,doi,"Targeting Aging and Longevity with Exogenous Nucleotides (TALENTs): Rationale, Design, and Baseline Characteristics from a Randomized Controlled Trial in Older Adults.","Targeting Aging and Longevity with Exogenous Nucleotides (TALENTs): Rationale, Design, and Baseline Characteristics from a Randomized Controlled Trial in Older Adults"
684,712,4022,doi,"Targeting Aging and Longevity with Exogenous Nucleotides (TALENTs): Rationale, Design, and Baseline Characteristics from a Randomized Controlled Trial in Older Adults.","Targeting Aging and Longevity with Exogenous Nucleotides (TALENTs): Rationale, Design, and Baseline Characteristics from a Randomized Controlled Trial in Older Adults."
684,712,7079,doi,"Targeting Aging and Longevity with Exogenous Nucleotides (TALENTs): Rationale, Design, and Baseline Characteristics from a Randomized Controlled Trial in Older Adults.","Targeting Aging and Longevity with Exogenous Nucleotides (TALENTs): Rationale, Design, and Baseline Characteristics from a Randomized Controlled Trial in Older Adults"
684,712,10618,doi,"Targeting Aging and Longevity with Exogenous Nucleotides (TALENTs): Rationale, Design, and Baseline Characteristics from a Randomized Controlled Trial in Older Adults.","Targeting Aging and Longevity with Exogenous Nucleotides (TALENTs): Rationale, Design, and Baseline Characteristics from a Randomized Controlled Trial in Older Adults"
685,713,4023,doi,Highly conserved bifidobacteria in the human gut: Bifidobacterium longum subsp. longum as a potential modulator of elderly innate immunity.,Highly conserved bifidobacteria in the human gut: Bifidobacterium longum subsp. longum as a potential modulator of elderly innate immunity.
685,713,6991,doi,Highly conserved bifidobacteria in the human gut: Bifidobacterium longum subsp. longum as a potential modulator of elderly innate immunity.,Highly conserved bifidobacteria in the human gut: Bifidobacterium longum subsp. longum as a potential modulator of elderly innate immunity
685,713,10621,doi,Highly conserved bifidobacteria in the human gut: Bifidobacterium longum subsp. longum as a potential modulator of elderly innate immunity.,Highly conserved bifidobacteria in the human gut: Bifidobacterium longum subsp. longum as a potential modulator of elderly innate immunity.
686,4252,714,doi,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice.,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice
686,4252,2405,transitive_exact_match,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice.,Estropausal gut microbiota transplant improves measures of ovarian function in adult mice
687,715,4028,doi,Oral 8-aminoguanine against age-related retinal degeneration,Oral 8-aminoguanine against age-related retinal degeneration.
688,716,1716,title_year,Functional and multi-omic aging rejuvenation with GLP-1R agonism,Functional and multi-omic aging rejuvenation with GLP-1R agonism
688,716,10633,doi,Functional and multi-omic aging rejuvenation with GLP-1R agonism,Functional and multi-omic aging rejuvenation with GLP-1R agonism
689,717,4032,doi,Nature of epigenetic aging from a single-cell perspective.,Nature of epigenetic aging from a single-cell perspective.
